Biosample,colA,colB,colC,projectGoldId,biosampleGoldId,sequencingStrategy
SAMEA7723946,1200344,179392595,149.4509866,Gp0452555,Gb0239929,Metagenome
SAMEA7724064,1211680,179899919,148.4714768,Gp0578414,Gb0297469,Metagenome
SAMEA7724064,1211680,179899919,148.4714768,Gp0619946,Gb0297469,Targeted Gene Survey
SAMEA7724225,1216338,180811334,148.6522118,Gp0452683,Gb0240057,Metagenome
SAMEA7724225,1216338,180811334,148.6522118,Gp0619242,Gb0240057,Targeted Gene Survey
SAMEA7724295,1219784,182111588,149.2982266,Gp0452642,Gb0240016,Metagenome
SAMEA7724295,1219784,182111588,149.2982266,Gp0619307,Gb0240016,Targeted Gene Survey
SAMEA7724314,1231806,183077988,148.6256667,Gp0452654,Gb0240028,Metagenome
SAMEA7724314,1231806,183077988,148.6256667,Gp0619326,Gb0240028,Targeted Gene Survey
SAMEA7723478,1246218,185304702,148.6936491,Gp0619164,Gb0239934,Targeted Gene Survey
SAMEA7723478,1246218,185304702,148.6936491,Gp0452560,Gb0239934,Metagenome
SAMEA7724295,1246578,186151951,149.3303676,Gp0452642,Gb0240016,Metagenome
SAMEA7724295,1246578,186151951,149.3303676,Gp0619307,Gb0240016,Targeted Gene Survey
SAMEA7723848,1247792,186787722,149.6945981,Gp0619748,Gb0315438,Targeted Gene Survey
SAMEA7723848,1247792,186787722,149.6945981,Gp0618532,Gb0315438,Metagenome
SAMEA7724381,1253850,186347960,148.6206165,Gp0578428,Gb0297483,Metagenome
SAMEA7724381,1253850,186347960,148.6206165,Gp0620096,Gb0297483,Targeted Gene Survey
SAMEA7723472,1254626,187923098,149.7841572,Gp0619425,Gb0315688,Targeted Gene Survey
SAMEA7723472,1254626,187923098,149.7841572,Gp0618782,Gb0315688,Metagenome
SAMEA7723659,1255608,186672197,148.6707611,Gp0619607,Gb0315940,Targeted Gene Survey
SAMEA7723659,1255608,186672197,148.6707611,Gp0619034,Gb0315940,Metagenome
SAMEA7723899,1271024,190328577,149.7442826,Gp0619799,Gb0297393,Targeted Gene Survey
SAMEA7723899,1271024,190328577,149.7442826,Gp0578338,Gb0297393,Metagenome
SAMEA7724064,1274684,189333520,148.5336915,Gp0578414,Gb0297469,Metagenome
SAMEA7724064,1274684,189333520,148.5336915,Gp0619946,Gb0297469,Targeted Gene Survey
SAMEA7723550,1274740,189411475,148.58832,Gp0619501,Gb0315459,Targeted Gene Survey
SAMEA7723550,1274740,189411475,148.58832,Gp0618553,Gb0315459,Metagenome
SAMEA7723525,1275278,188615086,147.9011525,Gp0619476,Gb0315883,Targeted Gene Survey
SAMEA7723525,1275278,188615086,147.9011525,Gp0618977,Gb0315883,Metagenome
SAMEA7723983,1277392,189549465,148.3878598,Gp0619865,Gb0315968,Targeted Gene Survey
SAMEA7723983,1277392,189549465,148.3878598,Gp0619062,Gb0315968,Metagenome
SAMEA7723848,1282100,191940871,149.7081905,Gp0619748,Gb0315438,Targeted Gene Survey
SAMEA7723848,1282100,191940871,149.7081905,Gp0618532,Gb0315438,Metagenome
SAMEA7723927,1298042,192541729,148.3324338,Gp0452701,Gb0240075,Metagenome
SAMEA7723927,1298042,192541729,148.3324338,Gp0619178,Gb0240075,Targeted Gene Survey
SAMEA7723515,1299798,191683946,147.4721041,Gp0618967,Gb0315873,Metagenome
SAMEA7723515,1299798,191683946,147.4721041,Gp0619466,Gb0315873,Targeted Gene Survey
SAMEA7724314,1312478,195142594,148.6825638,Gp0452654,Gb0240028,Metagenome
SAMEA7724314,1312478,195142594,148.6825638,Gp0619326,Gb0240028,Targeted Gene Survey
SAMEA7724345,1324494,196540136,148.3888459,Gp0619347,Gb0240049,Targeted Gene Survey
SAMEA7724345,1324494,196540136,148.3888459,Gp0452675,Gb0240049,Metagenome
SAMEA7724381,1327814,197418644,148.6794415,Gp0578428,Gb0297483,Metagenome
SAMEA7724381,1327814,197418644,148.6794415,Gp0620096,Gb0297483,Targeted Gene Survey
SAMEA7724227,1329120,197224030,148.3869252,Gp0452680,Gb0240054,Metagenome
SAMEA7724227,1329120,197224030,148.3869252,Gp0619244,Gb0240054,Targeted Gene Survey
SAMEA7723415,1329144,197777994,148.8010283,Gp0619384,Gb0315863,Targeted Gene Survey
SAMEA7723415,1329144,197777994,148.8010283,Gp0618957,Gb0315863,Metagenome
SAMEA7724225,1332478,198160760,148.7159713,Gp0452683,Gb0240057,Metagenome
SAMEA7724225,1332478,198160760,148.7159713,Gp0619242,Gb0240057,Targeted Gene Survey
SAMEA7723983,1333984,198062788,148.4746354,Gp0619865,Gb0315968,Targeted Gene Survey
SAMEA7723983,1333984,198062788,148.4746354,Gp0619062,Gb0315968,Metagenome
SAMEA7723419,1346194,200625790,149.0318557,Gp0619388,Gb0297322,Targeted Gene Survey
SAMEA7723419,1346194,200625790,149.0318557,Gp0577604,Gb0297322,Metagenome
SAMEA7723743,1358294,201451424,148.3120915,Gp0578238,Gb0297380,Metagenome
SAMEA7723743,1358294,201451424,148.3120915,Gp0619691,Gb0297380,Targeted Gene Survey
SAMEA7723477,1360786,202266698,148.6396083,Gp0619163,Gb0239933,Targeted Gene Survey
SAMEA7723477,1360786,202266698,148.6396083,Gp0452559,Gb0239933,Metagenome
SAMEA7723654,1376168,204568599,148.6508907,Gp0619602,Gb0315935,Targeted Gene Survey
SAMEA7723654,1376168,204568599,148.6508907,Gp0619029,Gb0315935,Metagenome
SAMEA7723622,1380854,201165451,145.6819121,Gp0618997,Gb0315903,Metagenome
SAMEA7723622,1380854,201165451,145.6819121,Gp0619570,Gb0315903,Targeted Gene Survey
SAMEA7724204,1383204,205249710,148.3871576,Gp0619221,Gb0240065,Targeted Gene Survey
SAMEA7724204,1383204,205249710,148.3871576,Gp0452691,Gb0240065,Metagenome
SAMEA7724270,1385072,205656182,148.4804992,Gp0452628,Gb0240002,Metagenome
SAMEA7724270,1385072,205656182,148.4804992,Gp0619282,Gb0240002,Targeted Gene Survey
SAMEA7724283,1389842,206278559,148.4187116,Gp0619295,Gb0239935,Targeted Gene Survey
SAMEA7724283,1389842,206278559,148.4187116,Gp0452561,Gb0239935,Metagenome
SAMEA7723419,1390048,207192444,149.054165,Gp0619388,Gb0297322,Targeted Gene Survey
SAMEA7723419,1390048,207192444,149.054165,Gp0577604,Gb0297322,Metagenome
SAMEA7723735,1390150,206248209,148.363996,Gp0619683,Gb0315454,Targeted Gene Survey
SAMEA7723735,1390150,206248209,148.363996,Gp0618548,Gb0315454,Metagenome
SAMEA7723622,1395858,203663290,145.9054503,Gp0618997,Gb0315903,Metagenome
SAMEA7723622,1395858,203663290,145.9054503,Gp0619570,Gb0315903,Targeted Gene Survey
SAMEA7723875,1399642,209445576,149.6422485,Gp0619775,Gb0297384,Targeted Gene Survey
SAMEA7723875,1399642,209445576,149.6422485,Gp0578272,Gb0297384,Metagenome
SAMEA7724059,1405394,210017274,149.4365808,Gp0578409,Gb0297464,Metagenome
SAMEA7724059,1405394,210017274,149.4365808,Gp0619941,Gb0297464,Targeted Gene Survey
SAMEA7724209,1413494,209585754,148.2749513,Gp0619226,Gb0240088,Targeted Gene Survey
SAMEA7724209,1413494,209585754,148.2749513,Gp0452714,Gb0240088,Metagenome
SAMEA7724345,1415102,210103945,148.4726507,Gp0619347,Gb0240049,Targeted Gene Survey
SAMEA7724345,1415102,210103945,148.4726507,Gp0452675,Gb0240049,Metagenome
SAMEA7723648,1419350,211164578,148.7755508,Gp0619023,Gb0315929,Metagenome
SAMEA7723648,1419350,211164578,148.7755508,Gp0619596,Gb0315929,Targeted Gene Survey
SAMEA7723927,1444560,214384120,148.4079028,Gp0452701,Gb0240075,Metagenome
SAMEA7723927,1444560,214384120,148.4079028,Gp0619178,Gb0240075,Targeted Gene Survey
SAMEA7723522,1445902,214893752,148.6226259,Gp0618974,Gb0315880,Metagenome
SAMEA7723522,1445902,214893752,148.6226259,Gp0619473,Gb0315880,Targeted Gene Survey
SAMEA7724151,1445986,210968458,145.899378,Gp0620006,Gb0315998,Targeted Gene Survey
SAMEA7724151,1445986,210968458,145.899378,Gp0619092,Gb0315998,Metagenome
SAMEA7724315,1450740,215363815,148.4510078,Gp0452655,Gb0240029,Metagenome
SAMEA7724315,1450740,215363815,148.4510078,Gp0619327,Gb0240029,Targeted Gene Survey
SAMEA7724211,1452120,215488437,148.3957504,Gp0619228,Gb0240101,Targeted Gene Survey
SAMEA7724211,1452120,215488437,148.3957504,Gp0452727,Gb0240101,Metagenome
SAMEA7723654,1454270,216276901,148.718533,Gp0619602,Gb0315935,Targeted Gene Survey
SAMEA7723654,1454270,216276901,148.718533,Gp0619029,Gb0315935,Metagenome
SAMEA7724112,1456646,215699214,148.0793645,Gp0452584,Gb0239958,Metagenome
SAMEA7724112,1456646,215699214,148.0793645,Gp0619195,Gb0239958,Targeted Gene Survey
SAMEA7723430,1469834,218177936,148.4371269,Gp0619149,Gb0240117,Targeted Gene Survey
SAMEA7723430,1469834,218177936,148.4371269,Gp0452743,Gb0240117,Metagenome
SAMEA7723992,1474096,219006432,148.5699927,Gp0619071,Gb0315977,Metagenome
SAMEA7723992,1474096,219006432,148.5699927,Gp0619874,Gb0315977,Targeted Gene Survey
SAMEA7724239,1492108,221772559,148.6303666,Gp0452596,Gb0239970,Metagenome
SAMEA7724239,1492108,221772559,148.6303666,Gp0619251,Gb0239970,Targeted Gene Survey
SAMEA7723902,1494832,222070816,148.5590461,Gp0452741,Gb0240115,Metagenome
SAMEA7723902,1494832,222070816,148.5590461,Gp0619169,Gb0240115,Targeted Gene Survey
SAMEA7723648,1496046,222670099,148.8390725,Gp0619023,Gb0315929,Metagenome
SAMEA7723648,1496046,222670099,148.8390725,Gp0619596,Gb0315929,Targeted Gene Survey
SAMEA7723522,1510848,224639025,148.6840668,Gp0618974,Gb0315880,Metagenome
SAMEA7723522,1510848,224639025,148.6840668,Gp0619473,Gb0315880,Targeted Gene Survey
SAMEA7724204,1515604,225014030,148.4649222,Gp0619221,Gb0240065,Targeted Gene Survey
SAMEA7724204,1515604,225014030,148.4649222,Gp0452691,Gb0240065,Metagenome
SAMEA7723922,1520798,221538300,145.6724036,Gp0619814,Gb0315424,Targeted Gene Survey
SAMEA7723922,1520798,221538300,145.6724036,Gp0618518,Gb0315424,Metagenome
SAMEA7724240,1528046,226944975,148.5197272,Gp0619252,Gb0239971,Targeted Gene Survey
SAMEA7724240,1528046,226944975,148.5197272,Gp0452597,Gb0239971,Metagenome
SAMEA7724194,1531266,227673523,148.6831961,Gp0620049,Gb0316041,Targeted Gene Survey
SAMEA7724194,1531266,227673523,148.6831961,Gp0619135,Gb0316041,Metagenome
SAMEA7723922,1536044,223902229,145.7655048,Gp0619814,Gb0315424,Targeted Gene Survey
SAMEA7723922,1536044,223902229,145.7655048,Gp0618518,Gb0315424,Metagenome
SAMEA7724209,1538500,228273147,148.3738362,Gp0619226,Gb0240088,Targeted Gene Survey
SAMEA7724209,1538500,228273147,148.3738362,Gp0452714,Gb0240088,Metagenome
SAMEA7723992,1548118,230076217,148.6167185,Gp0619071,Gb0315977,Metagenome
SAMEA7723992,1548118,230076217,148.6167185,Gp0619874,Gb0315977,Targeted Gene Survey
SAMEA7724105,1554826,230898640,148.5044886,Gp0619188,Gb0240125,Targeted Gene Survey
SAMEA7724105,1554826,230898640,148.5044886,Gp0452751,Gb0240125,Metagenome
SAMEA7724385,1571672,233922308,148.8365944,Gp0578432,Gb0297487,Metagenome
SAMEA7724385,1571672,233922308,148.8365944,Gp0620100,Gb0297487,Targeted Gene Survey
SAMEA7723605,1585270,235631069,148.637815,Gp0578133,Gb0297368,Metagenome
SAMEA7723605,1585270,235631069,148.637815,Gp0619556,Gb0297368,Targeted Gene Survey
SAMEA7724373,1594224,237119122,148.7363896,Gp0620088,Gb0297475,Targeted Gene Survey
SAMEA7724373,1594224,237119122,148.7363896,Gp0578420,Gb0297475,Metagenome
SAMEA7724015,1594618,238100252,149.3149155,Gp0619897,Gb0315854,Targeted Gene Survey
SAMEA7724015,1594618,238100252,149.3149155,Gp0618948,Gb0315854,Metagenome
SAMEA7724112,1600012,237097997,148.1851367,Gp0452584,Gb0239958,Metagenome
SAMEA7724112,1600012,237097997,148.1851367,Gp0619195,Gb0239958,Targeted Gene Survey
SAMEA7724315,1604450,238313219,148.5326554,Gp0452655,Gb0240029,Metagenome
SAMEA7724315,1604450,238313219,148.5326554,Gp0619327,Gb0240029,Targeted Gene Survey
SAMEA7724044,1621538,242483746,149.5393546,Gp0618556,Gb0315462,Metagenome
SAMEA7724044,1621538,242483746,149.5393546,Gp0619926,Gb0315462,Targeted Gene Survey
SAMEA7723461,1624812,243345734,149.768548,Gp0619414,Gb0315669,Targeted Gene Survey
SAMEA7723461,1624812,243345734,149.768548,Gp0618763,Gb0315669,Metagenome
SAMEA7723523,1626158,239192847,147.090779,Gp0618975,Gb0315881,Metagenome
SAMEA7723523,1626158,239192847,147.090779,Gp0619474,Gb0315881,Targeted Gene Survey
SAMEA7723430,1627304,241653210,148.4991188,Gp0619149,Gb0240117,Targeted Gene Survey
SAMEA7723430,1627304,241653210,148.4991188,Gp0452743,Gb0240117,Metagenome
SAMEA7724015,1627938,243096738,149.3280076,Gp0619897,Gb0315854,Targeted Gene Survey
SAMEA7724015,1627938,243096738,149.3280076,Gp0618948,Gb0315854,Metagenome
SAMEA7723682,1631864,244561761,149.8665091,Gp0619630,Gb0297375,Targeted Gene Survey
SAMEA7723682,1631864,244561761,149.8665091,Gp0578188,Gb0297375,Metagenome
SAMEA7723705,1633488,241973349,148.1329211,Gp0618911,Gb0315817,Metagenome
SAMEA7723705,1633488,241973349,148.1329211,Gp0619653,Gb0315817,Targeted Gene Survey
SAMEA7723461,1639454,245566928,149.7857994,Gp0619414,Gb0315669,Targeted Gene Survey
SAMEA7723461,1639454,245566928,149.7857994,Gp0618763,Gb0315669,Metagenome
SAMEA7724044,1642444,245649925,149.5636533,Gp0618556,Gb0315462,Metagenome
SAMEA7724044,1642444,245649925,149.5636533,Gp0619926,Gb0315462,Targeted Gene Survey
SAMEA7723902,1648800,245037912,148.6159098,Gp0452741,Gb0240115,Metagenome
SAMEA7723902,1648800,245037912,148.6159098,Gp0619169,Gb0240115,Targeted Gene Survey
SAMEA7724385,1657640,246803056,148.8882122,Gp0578432,Gb0297487,Metagenome
SAMEA7724385,1657640,246803056,148.8882122,Gp0620100,Gb0297487,Targeted Gene Survey
SAMEA7723523,1659536,244370681,147.2524133,Gp0618975,Gb0315881,Metagenome
SAMEA7723523,1659536,244370681,147.2524133,Gp0619474,Gb0315881,Targeted Gene Survey
SAMEA7723981,1660896,244541272,147.2345481,Gp0619060,Gb0315966,Metagenome
SAMEA7723981,1660896,244541272,147.2345481,Gp0619863,Gb0315966,Targeted Gene Survey
SAMEA7724210,1662840,247167145,148.641568,Gp0452715,Gb0240089,Metagenome
SAMEA7724210,1662840,247167145,148.641568,Gp0619227,Gb0240089,Targeted Gene Survey
SAMEA7723682,1668324,250059955,149.8869254,Gp0619630,Gb0297375,Targeted Gene Survey
SAMEA7723682,1668324,250059955,149.8869254,Gp0578188,Gb0297375,Metagenome
SAMEA7724384,1679634,249871942,148.7657085,Gp0578431,Gb0297486,Metagenome
SAMEA7724384,1679634,249871942,148.7657085,Gp0620099,Gb0297486,Targeted Gene Survey
SAMEA7723981,1685694,248460255,147.3934504,Gp0619060,Gb0315966,Metagenome
SAMEA7723981,1685694,248460255,147.3934504,Gp0619863,Gb0315966,Targeted Gene Survey
SAMEA7723390,1693678,251815666,148.6797762,Gp0618530,Gb0315436,Metagenome
SAMEA7723390,1693678,251815666,148.6797762,Gp0619359,Gb0315436,Targeted Gene Survey
SAMEA7723430,1699120,254155221,149.5805011,Gp0619149,Gb0240117,Targeted Gene Survey
SAMEA7723430,1699120,254155221,149.5805011,Gp0452743,Gb0240117,Metagenome
SAMEA7724159,1703048,252652250,148.3529824,Gp0620014,Gb0316006,Targeted Gene Survey
SAMEA7724159,1703048,252652250,148.3529824,Gp0619100,Gb0316006,Metagenome
SAMEA7723413,1712668,254560596,148.6339419,Gp0618955,Gb0315861,Metagenome
SAMEA7723413,1712668,254560596,148.6339419,Gp0619382,Gb0315861,Targeted Gene Survey
SAMEA7723628,1716976,255383107,148.7400564,Gp0619576,Gb0315909,Targeted Gene Survey
SAMEA7723628,1716976,255383107,148.7400564,Gp0619003,Gb0315909,Metagenome
SAMEA7724152,1718236,255561468,148.7347885,Gp0619093,Gb0315999,Metagenome
SAMEA7724152,1718236,255561468,148.7347885,Gp0620007,Gb0315999,Targeted Gene Survey
SAMEA7724105,1719770,255509056,148.5716439,Gp0619188,Gb0240125,Targeted Gene Survey
SAMEA7724105,1719770,255509056,148.5716439,Gp0452751,Gb0240125,Metagenome
SAMEA7724111,1725606,256199899,148.4695226,Gp0452583,Gb0239957,Metagenome
SAMEA7724111,1725606,256199899,148.4695226,Gp0619194,Gb0239957,Targeted Gene Survey
SAMEA7723957,1728264,259072212,149.9031467,Gp0578362,Gb0297417,Metagenome
SAMEA7723957,1728264,259072212,149.9031467,Gp0619839,Gb0297417,Targeted Gene Survey
SAMEA7723605,1738186,258464052,148.6975801,Gp0578133,Gb0297368,Metagenome
SAMEA7723605,1738186,258464052,148.6975801,Gp0619556,Gb0297368,Targeted Gene Survey
SAMEA7723625,1747372,259786083,148.6724538,Gp0619000,Gb0315906,Metagenome
SAMEA7723625,1747372,259786083,148.6724538,Gp0619573,Gb0315906,Targeted Gene Survey
SAMEA7723899,1750676,260340744,148.7086954,Gp0619799,Gb0297393,Targeted Gene Survey
SAMEA7723899,1750676,260340744,148.7086954,Gp0578338,Gb0297393,Metagenome
SAMEA7724135,1759078,261064431,148.4098096,Gp0619990,Gb0315432,Targeted Gene Survey
SAMEA7724135,1759078,261064431,148.4098096,Gp0618526,Gb0315432,Metagenome
SAMEA7723430,1767944,264506707,149.6126048,Gp0619149,Gb0240117,Targeted Gene Survey
SAMEA7723430,1767944,264506707,149.6126048,Gp0452743,Gb0240117,Metagenome
SAMEA7723442,1769926,263096734,148.6484373,Gp0619402,Gb0315757,Targeted Gene Survey
SAMEA7723442,1769926,263096734,148.6484373,Gp0618851,Gb0315757,Metagenome
SAMEA7723388,1776990,263868726,148.4919589,Gp0619357,Gb0315434,Targeted Gene Survey
SAMEA7723388,1776990,263868726,148.4919589,Gp0618528,Gb0315434,Metagenome
SAMEA7724305,1780748,264622214,148.6017191,Gp0619317,Gb0239926,Targeted Gene Survey
SAMEA7724305,1780748,264622214,148.6017191,Gp0452552,Gb0239926,Metagenome
SAMEA7723938,1781814,264260185,148.3096356,Gp0578349,Gb0297404,Metagenome
SAMEA7723938,1781814,264260185,148.3096356,Gp0619826,Gb0297404,Targeted Gene Survey
SAMEA7724098,1793520,268375589,149.6362399,Gp0618533,Gb0315439,Metagenome
SAMEA7724098,1793520,268375589,149.6362399,Gp0619980,Gb0315439,Targeted Gene Survey
SAMEA7723519,1794504,263035725,146.5785114,Gp0619470,Gb0315877,Targeted Gene Survey
SAMEA7723519,1794504,263035725,146.5785114,Gp0618971,Gb0315877,Metagenome
SAMEA7724135,1795126,266490681,148.4523543,Gp0619990,Gb0315432,Targeted Gene Survey
SAMEA7724135,1795126,266490681,148.4523543,Gp0618526,Gb0315432,Metagenome
SAMEA7724062,1795162,264651908,147.4250836,Gp0578412,Gb0297467,Metagenome
SAMEA7724062,1795162,264651908,147.4250836,Gp0619944,Gb0297467,Targeted Gene Survey
SAMEA7723848,1796108,267079045,148.698767,Gp0619748,Gb0315438,Targeted Gene Survey
SAMEA7723848,1796108,267079045,148.698767,Gp0618532,Gb0315438,Metagenome
SAMEA7724062,1796128,264981851,147.5294918,Gp0578412,Gb0297467,Metagenome
SAMEA7724062,1796128,264981851,147.5294918,Gp0619944,Gb0297467,Targeted Gene Survey
SAMEA7723705,1802286,267138688,148.2221401,Gp0618911,Gb0315817,Metagenome
SAMEA7723705,1802286,267138688,148.2221401,Gp0619653,Gb0315817,Targeted Gene Survey
SAMEA7724309,1805978,269871211,149.4321697,Gp0619321,Gb0240023,Targeted Gene Survey
SAMEA7724309,1805978,269871211,149.4321697,Gp0452649,Gb0240023,Metagenome
SAMEA7723405,1813658,268666744,148.1352846,Gp0577557,Gb0297319,Metagenome
SAMEA7723405,1813658,268666744,148.1352846,Gp0619374,Gb0297319,Targeted Gene Survey
SAMEA7723503,1814076,270848033,149.3035755,Gp0619454,Gb0315648,Targeted Gene Survey
SAMEA7723503,1814076,270848033,149.3035755,Gp0618742,Gb0315648,Metagenome
SAMEA7724201,1815662,271605967,149.5905995,Gp0452688,Gb0240062,Metagenome
SAMEA7724201,1815662,271605967,149.5905995,Gp0619218,Gb0240062,Targeted Gene Survey
SAMEA7723997,1817466,269927815,148.5187701,Gp0619879,Gb0315982,Targeted Gene Survey
SAMEA7723997,1817466,269927815,148.5187701,Gp0619076,Gb0315982,Metagenome
SAMEA7723552,1821380,272320231,149.5131334,Gp0618785,Gb0315691,Metagenome
SAMEA7723552,1821380,272320231,149.5131334,Gp0619503,Gb0315691,Targeted Gene Survey
SAMEA7724164,1821688,270768679,148.6361435,Gp0620019,Gb0316011,Targeted Gene Survey
SAMEA7724164,1821688,270768679,148.6361435,Gp0619105,Gb0316011,Metagenome
SAMEA7724098,1833574,274408562,149.6577515,Gp0618533,Gb0315439,Metagenome
SAMEA7724098,1833574,274408562,149.6577515,Gp0619980,Gb0315439,Targeted Gene Survey
SAMEA7724128,1834306,272385543,148.4951491,Gp0452576,Gb0239950,Metagenome
SAMEA7724128,1834306,272385543,148.4951491,Gp0619211,Gb0239950,Targeted Gene Survey
SAMEA7723503,1835978,274155563,149.3239914,Gp0619454,Gb0315648,Targeted Gene Survey
SAMEA7723503,1835978,274155563,149.3239914,Gp0618742,Gb0315648,Metagenome
SAMEA7723625,1843564,274180374,148.7230028,Gp0619000,Gb0315906,Metagenome
SAMEA7723625,1843564,274180374,148.7230028,Gp0619573,Gb0315906,Targeted Gene Survey
SAMEA7723472,1844630,274383207,148.7470154,Gp0619425,Gb0315688,Targeted Gene Survey
SAMEA7723472,1844630,274383207,148.7470154,Gp0618782,Gb0315688,Metagenome
SAMEA7723560,1850410,274997682,148.6144595,Gp0578115,Gb0297366,Metagenome
SAMEA7723560,1850410,274997682,148.6144595,Gp0619511,Gb0297366,Targeted Gene Survey
SAMEA7723989,1857314,276202240,148.7105788,Gp0619871,Gb0315974,Targeted Gene Survey
SAMEA7723989,1857314,276202240,148.7105788,Gp0619068,Gb0315974,Metagenome
SAMEA7724201,1860794,278407153,149.6173961,Gp0452688,Gb0240062,Metagenome
SAMEA7724201,1860794,278407153,149.6173961,Gp0619218,Gb0240062,Targeted Gene Survey
SAMEA7724319,1864260,276893419,148.5272542,Gp0619331,Gb0240033,Targeted Gene Survey
SAMEA7724319,1864260,276893419,148.5272542,Gp0452659,Gb0240033,Metagenome
SAMEA7724192,1871420,272011233,145.3501795,Gp0620047,Gb0316039,Targeted Gene Survey
SAMEA7724192,1871420,272011233,145.3501795,Gp0619133,Gb0316039,Metagenome
SAMEA7724215,1873432,280416933,149.6808707,Gp0452719,Gb0240093,Metagenome
SAMEA7724215,1873432,280416933,149.6808707,Gp0619232,Gb0240093,Targeted Gene Survey
SAMEA7724376,1881578,279853369,148.7333339,Gp0578423,Gb0297478,Metagenome
SAMEA7724376,1881578,279853369,148.7333339,Gp0620091,Gb0297478,Targeted Gene Survey
SAMEA7723388,1881926,279611925,148.5775344,Gp0619357,Gb0315434,Targeted Gene Survey
SAMEA7723388,1881926,279611925,148.5775344,Gp0618528,Gb0315434,Metagenome
SAMEA7724164,1895788,281894285,148.6950466,Gp0620019,Gb0316011,Targeted Gene Survey
SAMEA7724164,1895788,281894285,148.6950466,Gp0619105,Gb0316011,Metagenome
SAMEA7724372,1896844,282068714,148.7042234,Gp0578419,Gb0297474,Metagenome
SAMEA7724372,1896844,282068714,148.7042234,Gp0620087,Gb0297474,Targeted Gene Survey
SAMEA7723405,1898984,281504529,148.2395476,Gp0577557,Gb0297319,Metagenome
SAMEA7723405,1898984,281504529,148.2395476,Gp0619374,Gb0297319,Targeted Gene Survey
SAMEA7724111,1899692,282175120,148.5372997,Gp0452583,Gb0239957,Metagenome
SAMEA7724111,1899692,282175120,148.5372997,Gp0619194,Gb0239957,Targeted Gene Survey
SAMEA7724114,1901838,284741839,149.7192921,Gp0452586,Gb0239960,Metagenome
SAMEA7724114,1901838,284741839,149.7192921,Gp0619197,Gb0239960,Targeted Gene Survey
SAMEA7723868,1908144,285396775,149.5677344,Gp0618831,Gb0315737,Metagenome
SAMEA7723868,1908144,285396775,149.5677344,Gp0619768,Gb0315737,Targeted Gene Survey
SAMEA7724107,1915764,286831408,149.7216818,Gp0452579,Gb0239953,Metagenome
SAMEA7724107,1915764,286831408,149.7216818,Gp0619190,Gb0239953,Targeted Gene Survey
SAMEA7723848,1921862,285888585,148.7560423,Gp0619748,Gb0315438,Targeted Gene Survey
SAMEA7723848,1921862,285888585,148.7560423,Gp0618532,Gb0315438,Metagenome
SAMEA7723691,1927652,286685660,148.7227259,Gp0618897,Gb0315803,Metagenome
SAMEA7723691,1927652,286685660,148.7227259,Gp0619639,Gb0315803,Targeted Gene Survey
SAMEA7723618,1928422,286565401,148.600981,Gp0618993,Gb0315899,Metagenome
SAMEA7723618,1928422,286565401,148.600981,Gp0619566,Gb0315899,Targeted Gene Survey
SAMEA7724036,1933714,286499287,148.1601142,Gp0578398,Gb0297453,Metagenome
SAMEA7724036,1933714,286499287,148.1601142,Gp0619918,Gb0297453,Targeted Gene Survey
SAMEA7723438,1934262,283524624,146.5802585,Gp0618847,Gb0315753,Metagenome
SAMEA7723438,1934262,283524624,146.5802585,Gp0619398,Gb0315753,Targeted Gene Survey
SAMEA7723636,1934542,287599955,148.6656557,Gp0619584,Gb0315917,Targeted Gene Survey
SAMEA7723636,1934542,287599955,148.6656557,Gp0619011,Gb0315917,Metagenome
SAMEA7723485,1935780,289871964,149.7442705,Gp0577831,Gb0297339,Metagenome
SAMEA7723485,1935780,289871964,149.7442705,Gp0619436,Gb0297339,Targeted Gene Survey
SAMEA7723606,1939354,289181470,149.1122662,Gp0618886,Gb0315792,Metagenome
SAMEA7723606,1939354,289181470,149.1122662,Gp0619557,Gb0315792,Targeted Gene Survey
SAMEA7724004,1943334,291184147,149.837417,Gp0619886,Gb0297436,Targeted Gene Survey
SAMEA7724004,1943334,291184147,149.837417,Gp0578381,Gb0297436,Metagenome
SAMEA7723905,1946328,288784336,148.3739308,Gp0452748,Gb0240122,Metagenome
SAMEA7723905,1946328,288784336,148.3739308,Gp0619172,Gb0240122,Targeted Gene Survey
SAMEA7723481,1949784,292155221,149.8397879,Gp0619432,Gb0297335,Targeted Gene Survey
SAMEA7723481,1949784,292155221,149.8397879,Gp0577799,Gb0297335,Metagenome
SAMEA7724036,1952484,289347115,148.1943591,Gp0578398,Gb0297453,Metagenome
SAMEA7724036,1952484,289347115,148.1943591,Gp0619918,Gb0297453,Targeted Gene Survey
SAMEA7724215,1954854,292641343,149.6998461,Gp0452719,Gb0240093,Metagenome
SAMEA7724215,1954854,292641343,149.6998461,Gp0619232,Gb0240093,Targeted Gene Survey
SAMEA7723472,1956838,291198292,148.8106282,Gp0619425,Gb0315688,Targeted Gene Survey
SAMEA7723472,1956838,291198292,148.8106282,Gp0618782,Gb0315688,Metagenome
SAMEA7723875,1961992,291555145,148.6015973,Gp0619775,Gb0297384,Targeted Gene Survey
SAMEA7723875,1961992,291555145,148.6015973,Gp0578272,Gb0297384,Metagenome
SAMEA7723530,1963124,294066714,149.7952824,Gp0619481,Gb0315888,Targeted Gene Survey
SAMEA7723530,1963124,294066714,149.7952824,Gp0618982,Gb0315888,Metagenome
