id	name	description	env_broad_scale	env_local_scale	env_medium	type	collection_date	depth	geo_loc_name	lat_lon	ecosystem	ecosystem_category	ecosystem_type	ecosystem_subtype	specific_ecosystem	add_date	community	depth2	habitat	identifier	location	mod_date	ncbi_taxonomy_name	sample_collection_site	part_of	alternative_identifiers	GOLD_sample_identifiers	INSDC_biosample_identifiers	host_name	nitrate	salinity	temp	subsurface_depth	env_package
gold:Gb0291658	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-866-Co3_27_48	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.588 -123.1926', 'latitude': 44.588, 'longitude': -123.1926}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	BESC-866-Co3_27_48	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300046725								
gold:Gb0291659	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-904-CL2_57_20	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1211 -123.2704', 'latitude': 46.1211, 'longitude': -123.2704}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	BESC-904-CL2_57_20	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300046823								
gold:Gb0291660	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-904-CL3_91_3	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1216 -123.2716', 'latitude': 46.1216, 'longitude': -123.2716}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	BESC-904-CL3_91_3	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300046824								
gold:Gb0291661	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co1_5_9	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5883 -123.1939', 'latitude': 44.5883, 'longitude': -123.1939}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	BESC-904-Co1_5_9	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300047092								
gold:Gb0291662	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co2_51_17	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5876 -123.1936', 'latitude': 44.5876, 'longitude': -123.1936}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	BESC-904-Co2_51_17	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300047053								
gold:Gb0291663	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5881 -123.1926', 'latitude': 44.5881, 'longitude': -123.1926}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	BESC-904-Co3_16_51	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300047672								
gold:Gb0291664	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-905-CL1_32_20	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1211 -123.2694', 'latitude': 46.1211, 'longitude': -123.2694}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	BESC-905-CL1_32_20	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300047312								
gold:Gb0291665	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-360-Co1_23_6	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.588 -123.1939', 'latitude': 44.588, 'longitude': -123.1939}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	BESC-360-Co1_23_6	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300046726								
gold:Gb0291666	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-11047-CL1_23_5	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1216 -123.269', 'latitude': 46.1216, 'longitude': -123.269}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	GW-11047-CL1_23_5	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300049448								
gold:Gb0291667	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-11047-CL2_41_30	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1209 -123.2697', 'latitude': 46.1209, 'longitude': -123.2697}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	GW-11047-CL2_41_30	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300046747								
gold:Gb0291668	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-4579-CL1_25_23	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1211 -123.2691', 'latitude': 46.1211, 'longitude': -123.2691}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	GW-4579-CL1_25_23	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300046798								
gold:Gb0291669	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-4579-CL2_50_20	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1212 -123.2701', 'latitude': 46.1212, 'longitude': -123.2701}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	GW-4579-CL2_50_20	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300046727								
gold:Gb0291670	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-4579-CL3_72_14	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1213 -123.2709', 'latitude': 46.1213, 'longitude': -123.2709}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	GW-4579-CL3_72_14	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300046510								
gold:Gb0291671	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-4579-Co1_14_4	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5881 -123.194', 'latitude': 44.5881, 'longitude': -123.194}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	GW-4579-Co1_14_4	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300046799								
gold:Gb0291672	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-4579-Co2_44_8	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5877 -123.1938', 'latitude': 44.5877, 'longitude': -123.1938}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	GW-4579-Co2_44_8	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300046826								
gold:Gb0291673	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-4579-Co3_14_51	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5881 -123.1926', 'latitude': 44.5881, 'longitude': -123.1926}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	GW-4579-Co3_14_51	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300047093								
gold:Gb0291674	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-7986-Co1_37_5	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5878 -123.1939', 'latitude': 44.5878, 'longitude': -123.1939}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	GW-7986-Co1_37_5	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300049449								
gold:Gb0291675	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-7986-Co2_68_28	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5874 -123.1932', 'latitude': 44.5874, 'longitude': -123.1932}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	GW-7986-Co2_68_28	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300047467								
gold:Gb0291676	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-7986-Co3_31_39	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5879 -123.1929', 'latitude': 44.5879, 'longitude': -123.1929}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	GW-7986-Co3_31_39	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300047439								
gold:Gb0291677	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-9591-CL1_34_16	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1212 -123.2695', 'latitude': 46.1212, 'longitude': -123.2695}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	GW-9591-CL1_34_16	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300049450								
gold:Gb0291678	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-9591-CL2_56_12	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1214 -123.2703', 'latitude': 46.1214, 'longitude': -123.2703}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	GW-9591-CL2_56_12	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300047440								
gold:Gb0291679	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-9591-CL3_98_5	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1215 -123.2719', 'latitude': 46.1215, 'longitude': -123.2719}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	GW-9591-CL3_98_5	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300047313								
gold:Gb0291680	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-9591-Co1_16_8	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5881 -123.1939', 'latitude': 44.5881, 'longitude': -123.1939}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	GW-9591-Co1_16_8	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300047513								
gold:Gb0291681	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-9591-Co2_62_24	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5875 -123.1933', 'latitude': 44.5875, 'longitude': -123.1933}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	GW-9591-Co2_62_24	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300049451								
gold:Gb0291682	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-9591-Co3_35_48	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5878 -123.1926', 'latitude': 44.5878, 'longitude': -123.1926}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	GW-9591-Co3_35_48	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300049452								
gold:Gb0291683	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - SKWA-24-3-CL2_69_25	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1209 -123.2709', 'latitude': 46.1209, 'longitude': -123.2709}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	SKWA-24-3-CL2_69_25	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300047314								
gold:Gb0291684	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWA-24-3-Co1_3_5	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5883 -123.194', 'latitude': 44.5883, 'longitude': -123.194}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	SKWA-24-3-Co1_3_5	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300047468								
gold:Gb0291685	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWA-24-3-Co2_41_10	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5878 -123.1938', 'latitude': 44.5878, 'longitude': -123.1938}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	SKWA-24-3-Co2_41_10	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300049453								
gold:Gb0291686	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWA-24-3-Co3_23_35	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.588 -123.193', 'latitude': 44.588, 'longitude': -123.193}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	SKWA-24-3-Co3_23_35	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044									
gold:Gb0291687	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - SKWD-24-1-CL2_58_25	Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.121 -123.2704', 'latitude': 46.121, 'longitude': -123.2704}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	SKWD-24-1-CL2_58_25	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300047316								
gold:Gb0291688	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWD-24-1-Co1_7_5	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5882 -123.194', 'latitude': 44.5882, 'longitude': -123.194}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	SKWD-24-1-Co1_7_5	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300047441								
gold:Gb0291689	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWD-24-1-Co2_54_22	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5876 -123.1934', 'latitude': 44.5876, 'longitude': -123.1934}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	SKWD-24-1-Co2_54_22	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300049458								
gold:Gb0291690	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWD-24-1-Co3_24_32	Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00000011'}	{'has_raw_value': 'ENVO:00005802'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.588 -123.1931', 'latitude': 44.588, 'longitude': -123.1931}	Environmental	Terrestrial	Soil	Botanical garden	Bulk soil	2021-04-30	microbial communities		Soil	SKWD-24-1-Co3_24_32	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	soil metagenome	Bulk Soil	gold:Gs0154044	img.taxon:3300047442								
gold:Gb0291692	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-13-CL1_35_33	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1208 -123.2695', 'latitude': 46.1208, 'longitude': -123.2695}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-13-CL1_35_33	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046472			Populus					
gold:Gb0291693	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-13-CL2_39_29	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1209 -123.2697', 'latitude': 46.1209, 'longitude': -123.2697}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-13-CL2_39_29	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300047315			Populus					
