id_x	name	description	env_broad_scale	env_local_scale	env_medium	type	collection_date	depth	geo_loc_name	lat_lon	ecosystem	ecosystem_category	ecosystem_type	ecosystem_subtype	specific_ecosystem	add_date	community	depth2	habitat	identifier	location	mod_date	ncbi_taxonomy_name	sample_collection_site	part_of	alternative_identifiers	GOLD_sample_identifiers	INSDC_biosample_identifiers	host_name	nitrate	salinity	temp	subsurface_depth	env_package	id_y
gold:Gb0126426	Riverbed sediment microbial communities from areas with no vegetation in Columbia River, Washington, USA - GW-RW N1_20_30	Riverbed sediment samples were collected from an area with no vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-12'}	{'has_raw_value': '0.2', 'has_numeric_value': 0.2, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37380143 -119.2723688', 'latitude': 46.37380143, 'longitude': -119.2723688}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.3', 'has_numeric_value': 0.3, 'has_unit': 'meter'}	riverbed sediment	GW-RW N1_20_30	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042759	gold:Gb0126426	BIOSAMPLE:SAMN06266284							BIOSAMPLE:SAMN06266284
gold:Gb0126427	Riverbed sediment microbial communities from areas with no vegetation in Columbia River, Washington, USA - GW-RW N3_40_50	Riverbed sediment samples were collected from an area with no vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-18'}	{'has_raw_value': '0.4', 'has_numeric_value': 0.4, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37379502 -119.2722385', 'latitude': 46.37379502, 'longitude': -119.2722385}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.5', 'has_numeric_value': 0.5, 'has_unit': 'meter'}	riverbed sediment	GW-RW N3_40_50	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042760	gold:Gb0126427	BIOSAMPLE:SAMN06264429							BIOSAMPLE:SAMN06264429
gold:Gb0126428	Riverbed sediment microbial communities from areas with vegetation nearby in Columbia River, Washington, USA - GW-RW S1_40_50	Riverbed sediment samples were collected from an area with a lot of surrounding vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-24'}	{'has_raw_value': '0.4', 'has_numeric_value': 0.4, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37229149 -119.2718121', 'latitude': 46.37229149, 'longitude': -119.2718121}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.5', 'has_numeric_value': 0.5, 'has_unit': 'meter'}	riverbed sediment	GW-RW S1_40_50	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042761	gold:Gb0126428	BIOSAMPLE:SAMN06266285							BIOSAMPLE:SAMN06266285
gold:Gb0126429	Riverbed sediment microbial communities from areas with vegetation nearby in Columbia River, Washington, USA - GW-RW S3_0_10	Riverbed sediment samples were collected from an area with a lot of surrounding vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-18'}	{'has_raw_value': '0.0', 'has_numeric_value': 0, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37228508 -119.2716818', 'latitude': 46.37228508, 'longitude': -119.2716818}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.1', 'has_numeric_value': 0.1, 'has_unit': 'meter'}	riverbed sediment	GW-RW S3_0_10	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042762	gold:Gb0126429	BIOSAMPLE:SAMN06264779							BIOSAMPLE:SAMN06264779
gold:Gb0126430	Riverbed sediment microbial communities from areas with vegetation nearby in Columbia River, Washington, USA - GW-RW S3_10_20	Riverbed sediment samples were collected from an area with a lot of surrounding vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-18'}	{'has_raw_value': '0.1', 'has_numeric_value': 0.1, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37228508 -119.2716818', 'latitude': 46.37228508, 'longitude': -119.2716818}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.2', 'has_numeric_value': 0.2, 'has_unit': 'meter'}	riverbed sediment	GW-RW S3_10_20	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042763	gold:Gb0126430	BIOSAMPLE:SAMN06267115							BIOSAMPLE:SAMN06267115
gold:Gb0126431	Riverbed sediment microbial communities from areas with no vegetation in Columbia River, Washington, USA - GW-RW N3_30_40	Riverbed sediment samples were collected from an area with no vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-18'}	{'has_raw_value': '0.3', 'has_numeric_value': 0.3, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37379502 -119.2722385', 'latitude': 46.37379502, 'longitude': -119.2722385}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.4', 'has_numeric_value': 0.4, 'has_unit': 'meter'}	riverbed sediment	GW-RW N3_30_40	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042764	gold:Gb0126431	BIOSAMPLE:SAMN06267116							BIOSAMPLE:SAMN06267116
gold:Gb0126432	Riverbed sediment microbial communities from areas with vegetation nearby in Columbia River, Washington, USA - GW-RW S1_20_30	Riverbed sediment samples were collected from an area with a lot of surrounding vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-24'}	{'has_raw_value': '0.2', 'has_numeric_value': 0.2, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37229149 -119.2718121', 'latitude': 46.37229149, 'longitude': -119.2718121}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.3', 'has_numeric_value': 0.3, 'has_unit': 'meter'}	riverbed sediment	GW-RW S1_20_30	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042765	gold:Gb0126432	BIOSAMPLE:SAMN06267117							BIOSAMPLE:SAMN06267117
gold:Gb0126433	Riverbed sediment microbial communities from areas with vegetation nearby in Columbia River, Washington, USA - GW-RW S3_40_50	Riverbed sediment samples were collected from an area with a lot of surrounding vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-18'}	{'has_raw_value': '0.4', 'has_numeric_value': 0.4, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37228508 -119.2716818', 'latitude': 46.37228508, 'longitude': -119.2716818}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.5', 'has_numeric_value': 0.5, 'has_unit': 'meter'}	riverbed sediment	GW-RW S3_40_50	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042766	gold:Gb0126433	BIOSAMPLE:SAMN06267118							BIOSAMPLE:SAMN06267118
gold:Gb0126434	Riverbed sediment microbial communities from areas with vegetation nearby in Columbia River, Washington, USA - GW-RW S1_30_40	Riverbed sediment samples were collected from an area with a lot of surrounding vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-24'}	{'has_raw_value': '0.3', 'has_numeric_value': 0.3, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37229149 -119.2718121', 'latitude': 46.37229149, 'longitude': -119.2718121}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.4', 'has_numeric_value': 0.4, 'has_unit': 'meter'}	riverbed sediment	GW-RW S1_30_40	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042767	gold:Gb0126434	BIOSAMPLE:SAMN06267119							BIOSAMPLE:SAMN06267119
gold:Gb0126435	Riverbed sediment microbial communities from areas with no vegetation in Columbia River, Washington, USA - GW-RW N2_50_60	Riverbed sediment samples were collected from an area with no vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-12'}	{'has_raw_value': '0.5', 'has_numeric_value': 0.5, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37380273 -119.2723038', 'latitude': 46.37380273, 'longitude': -119.2723038}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.6', 'has_numeric_value': 0.6, 'has_unit': 'meter'}	riverbed sediment	GW-RW N2_50_60	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042768	gold:Gb0126435	BIOSAMPLE:SAMN06267120							BIOSAMPLE:SAMN06267120
gold:Gb0126436	Riverbed sediment microbial communities from areas with no vegetation in Columbia River, Washington, USA - GW-RW N1_10_20	Riverbed sediment samples were collected from an area with no vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-12'}	{'has_raw_value': '0.1', 'has_numeric_value': 0.1, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37380143 -119.2723688', 'latitude': 46.37380143, 'longitude': -119.2723688}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.2', 'has_numeric_value': 0.2, 'has_unit': 'meter'}	riverbed sediment	GW-RW N1_10_20	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042769	gold:Gb0126436	BIOSAMPLE:SAMN06267121							BIOSAMPLE:SAMN06267121
gold:Gb0126437	Riverbed sediment microbial communities from areas with no vegetation in Columbia River, Washington, USA - GW-RW N2_30_40	Riverbed sediment samples were collected from an area with no vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-12'}	{'has_raw_value': '0.3', 'has_numeric_value': 0.3, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37380273 -119.2723038', 'latitude': 46.37380273, 'longitude': -119.2723038}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.4', 'has_numeric_value': 0.4, 'has_unit': 'meter'}	riverbed sediment	GW-RW N2_30_40	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042770	gold:Gb0126437	BIOSAMPLE:SAMN06267122							BIOSAMPLE:SAMN06267122
gold:Gb0126438	Riverbed sediment microbial communities from areas with vegetation nearby in Columbia River, Washington, USA - GW-RW S1_0_10	Riverbed sediment samples were collected from an area with a lot of surrounding vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-24'}	{'has_raw_value': '0.0', 'has_numeric_value': 0, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37229149 -119.2718121', 'latitude': 46.37229149, 'longitude': -119.2718121}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.1', 'has_numeric_value': 0.1, 'has_unit': 'meter'}	riverbed sediment	GW-RW S1_0_10	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042771	gold:Gb0126438	BIOSAMPLE:SAMN06267123							BIOSAMPLE:SAMN06267123
gold:Gb0126439	Riverbed sediment microbial communities from areas with no vegetation in Columbia River, Washington, USA - GW-RW N2_40_50	Riverbed sediment samples were collected from an area with no vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-12'}	{'has_raw_value': '0.4', 'has_numeric_value': 0.4, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37380273 -119.2723038', 'latitude': 46.37380273, 'longitude': -119.2723038}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.5', 'has_numeric_value': 0.5, 'has_unit': 'meter'}	riverbed sediment	GW-RW N2_40_50	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042772	gold:Gb0126439	BIOSAMPLE:SAMN06267124							BIOSAMPLE:SAMN06267124
gold:Gb0126440	Riverbed sediment microbial communities from areas with no vegetation in Columbia River, Washington, USA - GW-RW N1_30_40	Riverbed sediment samples were collected from an area with no vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-12'}	{'has_raw_value': '0.3', 'has_numeric_value': 0.3, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37380143 -119.2723688', 'latitude': 46.37380143, 'longitude': -119.2723688}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.4', 'has_numeric_value': 0.4, 'has_unit': 'meter'}	riverbed sediment	GW-RW N1_30_40	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042773	gold:Gb0126440	BIOSAMPLE:SAMN06267125							BIOSAMPLE:SAMN06267125
gold:Gb0126441	Riverbed sediment microbial communities from areas with no vegetation in Columbia River, Washington, USA - GW-RW N3_50_60	Riverbed sediment samples were collected from an area with no vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-18'}	{'has_raw_value': '0.5', 'has_numeric_value': 0.5, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37379502 -119.2722385', 'latitude': 46.37379502, 'longitude': -119.2722385}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.6', 'has_numeric_value': 0.6, 'has_unit': 'meter'}	riverbed sediment	GW-RW N3_50_60	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042774	gold:Gb0126441	BIOSAMPLE:SAMN06267126							BIOSAMPLE:SAMN06267126
gold:Gb0126442	Riverbed sediment microbial communities from areas with vegetation nearby in Columbia River, Washington, USA - GW-RW S1_10_20	Riverbed sediment samples were collected from an area with a lot of surrounding vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-24'}	{'has_raw_value': '0.1', 'has_numeric_value': 0.1, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37229149 -119.2718121', 'latitude': 46.37229149, 'longitude': -119.2718121}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.2', 'has_numeric_value': 0.2, 'has_unit': 'meter'}	riverbed sediment	GW-RW S1_10_20	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042775	gold:Gb0126442	BIOSAMPLE:SAMN06267127							BIOSAMPLE:SAMN06267127
gold:Gb0126443	Riverbed sediment microbial communities from areas with no vegetation in Columbia River, Washington, USA - GW-RW N2_0_30	Riverbed sediment samples were collected from an area with no vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-12'}	{'has_raw_value': '0.0', 'has_numeric_value': 0, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37380273 -119.2723038', 'latitude': 46.37380273, 'longitude': -119.2723038}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.3', 'has_numeric_value': 0.3, 'has_unit': 'meter'}	riverbed sediment	GW-RW N2_0_30	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042776	gold:Gb0126443	BIOSAMPLE:SAMN06267128							BIOSAMPLE:SAMN06267128
gold:Gb0126444	Riverbed sediment microbial communities from areas with no vegetation in Columbia River, Washington, USA - GW-RW N1_0_10	Riverbed sediment samples were collected from an area with no vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-18'}	{'has_raw_value': '0.0', 'has_numeric_value': 0, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37380143 -119.2723688', 'latitude': 46.37380143, 'longitude': -119.2723688}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.1', 'has_numeric_value': 0.1, 'has_unit': 'meter'}	riverbed sediment	GW-RW N1_0_10	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042777	gold:Gb0126444	BIOSAMPLE:SAMN06267129							BIOSAMPLE:SAMN06267129
gold:Gb0126445	Riverbed sediment microbial communities from areas with vegetation nearby in Columbia River, Washington, USA - GW-RW S3_30_40	Riverbed sediment samples were collected from an area with a lot of surrounding vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-18'}	{'has_raw_value': '0.3', 'has_numeric_value': 0.3, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37228508 -119.2716818', 'latitude': 46.37228508, 'longitude': -119.2716818}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.4', 'has_numeric_value': 0.4, 'has_unit': 'meter'}	riverbed sediment	GW-RW S3_30_40	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042778	gold:Gb0126445	BIOSAMPLE:SAMN06267130							BIOSAMPLE:SAMN06267130
gold:Gb0126446	Riverbed sediment microbial communities from areas with no vegetation in Columbia River, Washington, USA - GW-RW N1_40_50	Riverbed sediment samples were collected from an area with no vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-12'}	{'has_raw_value': '0.4', 'has_numeric_value': 0.4, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37380143 -119.2723688', 'latitude': 46.37380143, 'longitude': -119.2723688}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.5', 'has_numeric_value': 0.5, 'has_unit': 'meter'}	riverbed sediment	GW-RW N1_40_50	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042792	gold:Gb0126446	BIOSAMPLE:SAMN06267131							BIOSAMPLE:SAMN06267131
gold:Gb0126447	Riverbed sediment microbial communities from areas with no vegetation in Columbia River, Washington, USA - GW-RW N3_0_10	Riverbed sediment samples were collected from an area with no vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-18'}	{'has_raw_value': '0.0', 'has_numeric_value': 0, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37379502 -119.2722385', 'latitude': 46.37379502, 'longitude': -119.2722385}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.1', 'has_numeric_value': 0.1, 'has_unit': 'meter'}	riverbed sediment	GW-RW N3_0_10	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042793	gold:Gb0126447	BIOSAMPLE:SAMN06267132							BIOSAMPLE:SAMN06267132
gold:Gb0126448	Riverbed sediment microbial communities from areas with vegetation nearby in Columbia River, Washington, USA - GW-RW S2_10_20	Riverbed sediment samples were collected from an area with a lot of surrounding vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-16'}	{'has_raw_value': '0.1', 'has_numeric_value': 0.1, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37228379 -119.2717467', 'latitude': 46.37228379, 'longitude': -119.2717467}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.2', 'has_numeric_value': 0.2, 'has_unit': 'meter'}	riverbed sediment	GW-RW S2_10_20	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042794	gold:Gb0126448	BIOSAMPLE:SAMN06267133							BIOSAMPLE:SAMN06267133
gold:Gb0126449	Riverbed sediment microbial communities from areas with vegetation nearby in Columbia River, Washington, USA - GW-RW S1_50_60	Riverbed sediment samples were collected from an area with a lot of surrounding vegetation in a hyporheic zone (subsurface groundwater - surface water mixing zone)	{'has_raw_value': 'ENVO:01000253'}	{'has_raw_value': 'ENVO:00000384'}	{'has_raw_value': 'ENVO:00002007'}	nmdc:Biosample	{'has_raw_value': '2015-03-24'}	{'has_raw_value': '0.5', 'has_numeric_value': 0.5, 'has_unit': 'meter'}	{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.37228249 -119.2718117', 'latitude': 46.37228249, 'longitude': -119.2718117}	Environmental	Aquatic	Freshwater	River	Sediment	2016-01-11	microbial communities	{'has_raw_value': '0.6', 'has_numeric_value': 0.6, 'has_unit': 'meter'}	riverbed sediment	GW-RW S1_50_60	Columbia River, Washington, USA	2021-06-17	sediment metagenome	riverbed sediment - zone of subsurface groundwater-surface water mixing (hyporheic zone)	gold:Gs0114663	img.taxon:3300042795	gold:Gb0126449	BIOSAMPLE:SAMN06267134							BIOSAMPLE:SAMN06267134
